id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso25022,justificacion
2632,11/28/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2737,11/28/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2838,11/28/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3557,11/28/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3684,11/28/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3751,11/28/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1525,11/29/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1561,11/29/2025,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1862,11/29/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2098,11/29/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2618,11/29/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3213,11/29/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1084,11/30/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2600,11/30/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2999,11/30/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3415,11/30/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1086,12/1/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1382,12/1/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2564,12/1/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2572,12/1/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3000,12/1/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3848,12/1/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1126,12/2/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Manta,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2141,12/2/2025,Portal Citas,Tiempo de espera en el portal supera los 23s en horas pico,Admision,Cuenca,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
2254,12/2/2025,HCE,Nota de evolucion tarda 11s en guardarse,Medico,Quito,Eficiencia,"Mide el tiempo que toma completar una tarea ya lograda (guardar la nota); es una razon tiempo/tarea, propia de Eficiencia."
2409,12/2/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3150,12/2/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3255,12/2/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3654,12/2/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Manta,Satisfaccion,"El sistema puede seguir siendo usable, pero degrada la percepcion de comodidad/confianza del usuario (calidad de experiencia), sin impedir totalmente la tarea ni exponer un riesgo concreto."
3745,12/2/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1193,12/3/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1825,12/3/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2861,12/3/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3270,12/3/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3405,12/3/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Paciente,Guayaquil,Efectividad,El usuario no logra completar su objetivo (agendar la cita) pese a reintentar: fallo de Efectividad.
3896,12/3/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 25s,Enfermeria,Ambato,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
1638,12/4/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2214,12/4/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2546,12/4/2025,Portal Citas,Tiempo de espera en el portal supera los 35s en horas pico,Paciente,Guayaquil,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
2665,12/4/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2836,12/4/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Quito,Eficiencia,"Mide el consumo de un recurso (datos moviles) necesario para lograr una tarea que si se completa, encajando en la relacion recursos/resultado de Eficiencia."
3877,12/4/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Quito,Efectividad,El usuario no logra completar su objetivo (agendar la cita) pese a reintentar: fallo de Efectividad.
1019,12/5/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Enfermeria,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1067,12/5/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1680,12/5/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
